Name,Functional Group,Default
"Sponges: Branching, Rope Forms",Other Invertebrates,SINV_SPO_E
Sponges:crusts,Other Invertebrates,SCR
Sponges:crusts: Creeping / ramose,Other Invertebrates,SCCR
Sponges: Crusts: Encrusting Forms,Other Invertebrates,S_Encr
Sponges: Cups: Cup/Goblet,Other Invertebrates,S_CupCmplt
Sponges: Cups: Incompl/Curled,Other Invertebrates,S_CupIncmp
Sponges: Cups: Tables/Discs,Other Invertebrates,S_Disc
Sponges: Erect forms,Other Invertebrates,SE
Sponges: Erect forms: Branching,Other Invertebrates,SEB
Sponges: Erect forms: Laminar,Other Invertebrates,SEL
Sponges: Erect forms: Palmate,Other Invertebrates,SEP
Sponges: Erect forms: Simple,Other Invertebrates,SES
Sponges: Hollow forms,Other Invertebrates,SH
Sponges: Hollow forms : Cups and alikes,Other Invertebrates,SHCA
Sponges: Hollow forms :Tubes and chimneys,Other Invertebrates,SHTC
Sponges: Massive forms: Barrels,Other Invertebrates,SMB
Sponges: Massive forms:Cryptic,Other Invertebrates,SMCR
Sponges: Massive forms: Cushion,Other Invertebrates,SMCS
Sponges: Massive forms: Egg,Other Invertebrates,SME
Sponges: Massive forms: Fig,Other Invertebrates,SMFI
Sponges: Massive forms: Irregular,Other Invertebrates,SMI
Sponges: Massive forms: Larger holes,Other Invertebrates,SMLH
Sponges: Massive forms: Latticework,Other Invertebrates,SML
Sponges: Massive forms: Mound,Other Invertebrates,SMMO
Sponges: Massive forms: Ridge,Other Invertebrates,SMRI
Sponges: Massive forms: Round,Other Invertebrates,SMRO
Sponges: Massive forms: Simple,Other Invertebrates,SMSI
Sponges: Massive forms: stalked,Other Invertebrates,SMST
Sponges: Massive forms: Volcano,Other Invertebrates,SMV
Sponges spons,Other Invertebrates,Spons
Sponges: Terpios,Other Invertebrates,SINV_SPO_T
Sponges: Vase,Other Invertebrates,SINV_SPO_V
Sponge_tubular,Other Invertebrates,spotub
Sponge: Tubular,Other Invertebrates,SpongeTUBO
Sponge Turf Matrix,Other Invertebrates,SpoTurfMtx
"Sponge, unidentified",Other Invertebrates,SPUN
SPONGE UNKNOWN SP12,Other Invertebrates,USP12
Sponge verrucose,Other Invertebrates,spoverr
spongia nitens,Other Invertebrates,SPOn
S. purpuratus,Other Invertebrates,Spu
Stalk,Other Invertebrates,Stalk
Stalked hydroid,Other Invertebrates,StHyd
Staurocladia charcoti,Other Invertebrates,STAU
Stegopanoploea joubini,Other Invertebrates,STEG
Stelletta cf. clavosa,Other Invertebrates,SteCla
Stenorhynchus seticornis,Other Invertebrates,Stse
Stephanollona sp.,Other Invertebrates,StephaSP
Sterechinus neumayeri,Other Invertebrates,STER
Stereonephthya_bushy,Other Invertebrates,stebus
Stichodactylidae_encrusting,Other Invertebrates,stienc
Stick,Other Invertebrates,Stick
Stolidobranchia,Other Invertebrates,Stolido
Stomozoa roseola,Other Invertebrates,StomRo
Stomphia coccinea,Other Invertebrates,STCO
Stomphia didemon,Other Invertebrates,STDI
Stomphia selaginella,Other Invertebrates,STOM
striphnus,Other Invertebrates,STR
Strongylocentrotus droebachiensis,Other Invertebrates,DROE
Strongylocentrotus purpuratus,Other Invertebrates,SPurp
Stryphnus,Other Invertebrates,STS
Stryphnus mucronatus,Other Invertebrates,S.M
Styela canopus,Other Invertebrates,STA
Styela clava,Other Invertebrates,STCL
Styela gibbsii,Other Invertebrates,STGI
Styela plicata,Other Invertebrates,StyelaPlic
Styela spp.,Other Invertebrates,STYE
Styela wandeli,Other Invertebrates,PYUse
Styelidae,Other Invertebrates,Styel
Stylantheca sp,Other Invertebrates,STYL
Stylantheca spp.,Other Invertebrates,STLN
Stylaster Sp.,Other Invertebrates,Stylas
Stylea plicata_Molgula occidentalis,Other Invertebrates,StyMol
Stylissa massa,Other Invertebrates,Sty_mas
Stylissa stipitata,Other Invertebrates,STST
Stylopoma hastata,Other Invertebrates,StyloHast
Stylopoma sp.,Other Invertebrates,StyloSp
Sub-Antarctic Hermit Crab,Other Invertebrates,HtCrb
Suberites montiniger,Other Invertebrates,SUMO
Substrate unattached,Other Invertebrates,SUBU
Substrate: Unconsolidated (soft): sand/mud,Other Invertebrates,SUSA
Swiftia spp.,Other Invertebrates,SWISPP
Sycon spp.,Other Invertebrates,SYSP
Sycozoa,Other Invertebrates,Sycozoa
Sycozoa gaimardi,Other Invertebrates,Syg
Syllidae,Other Invertebrates,SYLL
Symplectocyphus spp,Other Invertebrates,SYM
symplegma brakenhielmi,Other Invertebrates,SYMP_BRA
Symplegma sp.,Other Invertebrates,Sympl
synaptula,Other Invertebrates,synap
Synnetum aegyptiacum,Other Invertebrates,SynnAegy
Synoicum parfustis,Other Invertebrates,SYPA
Synoicum sp,Other Invertebrates,SYN
Syringella amphispicula,Other Invertebrates,SYAM
Talochlamys multistriata,Other Invertebrates,Talochlam_
Tedania meandrica,Other Invertebrates,Ted_mea
Tedania (Tedaniopsis) charcoti,Other Invertebrates,Techa
Tegula funebralis,Other Invertebrates,Tfu
Tegula patagonica,Other Invertebrates,Tegula
Telesto sp.,Other Invertebrates,Tele
Telmessus Cheiragonus,Other Invertebrates,Tch
Terebellidae,Other Invertebrates,Terebellid
Terebellidae.,Other Invertebrates,TERE
Terebratalia transversa,Other Invertebrates,TETR
Terebratalia unguicula,Other Invertebrates,TEUG
Terebratulina septentrionalis,Other Invertebrates,TESE
Tesseropora rosea,Other Invertebrates,TRS
Tetraclita squamosa milleporosa,Other Invertebrates,T.squamosa
Tetraclitella purpurascens,Other Invertebrates,TPR
Thalamoporella californica,Other Invertebrates,ThaCa
Thelepus crispus,Other Invertebrates,THCR
Thesea nivea,Other Invertebrates,ThesNi
Thick Encrusting Yellow Sponge,Other Invertebrates,YEncSpTHK
Thick Soft Octocoral,Other Invertebrates,OctoThkSft
Thin Soft Octocoral,Other Invertebrates,OctoThnSft
Thorectidae sp.,Other Invertebrates,Thor
Thouarella (Epithouarella) crenelata,Other Invertebrates,THOU
Thouarella pendulina,Other Invertebrates,THOUP
Titanideum frauenfeldii,Other Invertebrates,Tifrau
Titanideum spp.,Other Invertebrates,TITSPP
Tochuina tetraquetra,Other Invertebrates,Tte
Tonicella insignis,Other Invertebrates,Tin
Tonicella lineata,Other Invertebrates,Tln
Tonicella spp.,Other Invertebrates,Tli
Tonicella undocaerulea,Other Invertebrates,Tun
Tonicella venusta,Other Invertebrates,Tve
Tonicia zchaui,Other Invertebrates,TONI
Trachelobdellina glabra,Other Invertebrates,TRAC
Trematomus newnesi,Other Invertebrates,TREMA
Tricellaria inopinata (canopy),Other Invertebrates,SSC
Tricellaria inopinata (substratum),Other Invertebrates,SSS
Tricellaria sp.,Other Invertebrates,Tricell
Trichotropis cancellata,Other Invertebrates,Tcn
Tridacna crocea clam,Other Invertebrates,Tri_crocea
Tridacna: Giant clam,Other Invertebrates,GiCl
Tridacna maxima,Other Invertebrates,Tridacna m
Trididemnum alexi,Other Invertebrates,TRAL
Trididemnum spp.,Other Invertebrates,TRIDI
Trididemum solidum.,Other Invertebrates,TRID
Triopha catalinae,Other Invertebrates,Tca
Triopha maculata,Other Invertebrates,Tma
Tripalea clavaria,Other Invertebrates,T.clavaria
Triphyllozoon,Other Invertebrates,Triphyll
Tripneustes gratilla,Other Invertebrates,Tgrat
Tripneustes spp,Other Invertebrates,MINV_Tri
Tritonia diomedea,Other Invertebrates,Tdi
Tritonia festiva,Other Invertebrates,Tfe
Tritonia plebeia,Other Invertebrates,TRI
Tritoniella belli,Other Invertebrates,TRIT
Tritoniella belli.,Other Invertebrates,TRIT.
Trophon geversianus,Other Invertebrates,T.geversia
Trophon leptocharteres,Other Invertebrates,TRLep
Trophon nucelliformis,Other Invertebrates,TRNuc
Trypanites,Other Invertebrates,TRY
"Tube, amphipod",Other Invertebrates,AMPH
Tube anemones,Other Invertebrates,TUA
Tube or Rod Sponge,Other Invertebrates,SPTU
Tube Worm,Other Invertebrates,TW
Tubipora,Other Invertebrates,Tubipora
Tubipora musica,Other Invertebrates,TubiMus
Tubularia sp.,Other Invertebrates,TubSp
Tubulipora plumosa,Other Invertebrates,Tubul_plum
Tunicate,Other Invertebrates,Tunicate
Tunicate (colonial),Other Invertebrates,Tun_col
"Tunicate, compound unidentified",Other Invertebrates,TUCM
Tunicate_red,Other Invertebrates,Tnc
Tunicates,Other Invertebrates,Tunic
"Tunicate, social unidentified",Other Invertebrates,TSOU
Tunicate solitary unidentified,Other Invertebrates,TSUN
Tylobranchion speciosum,Other Invertebrates,TYLO
UBS bryozoan associated,Other Invertebrates,UBS_B
UBS sponge associated,Other Invertebrates,UBS_Sp
UBS substrate associated,Other Invertebrates,UBS_Sub
Ulosa spongia,Other Invertebrates,Ulo_spo
Uncertain Compound Tunicate/Sponge,Other Invertebrates,UCTS
undefined sp2,Other Invertebrates,und2
undefined sp3,Other Invertebrates,und3
undefinid sp1,Other Invertebrates,unsp1
Unidentified arborescent bryozoan (canopy),Other Invertebrates,UAS
Unidentified arborescent bryozoan(substratum),Other Invertebrates,UAB
Unidentified biological substance,Other Invertebrates,UBSubst
Unidentified crab,Other Invertebrates,Cru
Unidentified Crangon spp.,Other Invertebrates,Crn
Unidentified Early Fouling,Other Invertebrates,EF
Unidentified encrusting bryozoan,Other Invertebrates,UEB
Unidentified hydroid (canopy),Other Invertebrates,UHC
Unidentified hydroid (substratum),Other Invertebrates,UHS
unidentified invertebrate hole,Other Invertebrates,U_INVhole
Unidentified Octocoral,Other Invertebrates,Octocora
Unidentified orange sponge,Other Invertebrates,UOS
Unidentified shrimp,Other Invertebrates,Pda
Unidentified tube builders,Other Invertebrates,TUBE
Unknown-10,Other Invertebrates,UNK-10
unknown 15,Other Invertebrates,un15
Unknown-2,Other Invertebrates,UNK-2
Unknown-20,Other Invertebrates,UNK-20
Unknown-3,Other Invertebrates,UNK-3
Unknown-4,Other Invertebrates,UNK-4
Unknown-5,Other Invertebrates,UNK-5
Unknown-8,Other Invertebrates,UNK-8
Unknown-9,Other Invertebrates,UNK-9
Unknown Bryozoan,Other Invertebrates,UnkBry
Unknown Hydroid,Other Invertebrates,UnkHyd
Unknown Invertebrate,Other Invertebrates,Unkinvert
unknown invertebrate eggs,Other Invertebrates,unIEgg
Unknown larger chiton,Other Invertebrates,Lld
unknown sp12,Other Invertebrates,unk12
UNKNOWN SP15,Other Invertebrates,unk15
unknown sp4,Other Invertebrates,un4
Unknown Sponge - Brown,Other Invertebrates,UnSB
Unknown Sponge - Red,Other Invertebrates,UnSR
Unknown Sponge/Tunicate,Other Invertebrates,SpTun
Unknown Sponge - White,Other Invertebrates,UnSW
Unknown Tunicate,Other Invertebrates,UnkTUN
unknown whait,Other Invertebrates,UNw
Upright Heavily Branched Structures,Other Invertebrates,UHBS
Upright sponge,Other Invertebrates,UpSponge
Urosalpinx cinerea,Other Invertebrates,Urosal cin
Urticina clandestina,Other Invertebrates,URTCLAN
Urticina columbiana,Other Invertebrates,URCO
Urticina crassicornis,Other Invertebrates,URCR
Urticina grebelnyi,Other Invertebrates,URTGREB
Urticina lofotensis,Other Invertebrates,URLO
Urticina piscivora,Other Invertebrates,URPI
Vase sponge,Other Invertebrates,SPvase
Vermetidae,Other Invertebrates,Verme
Verongula sp.,Other Invertebrates,Ver
Viminella_whip,Other Invertebrates,vimwhi
wait sponge round,Other Invertebrates,WSR
wait sponge small,Other Invertebrates,WSS
Watersipora cucullata,Other Invertebrates,WACU
Watersipora subtorquata,Other Invertebrates,Wsu
WatSubLedge,Other Invertebrates,WatSubL
Weberella spp.,Other Invertebrates,WEBE
whait sponge encrasting,Other Invertebrates,WTSE
Whip-like Soft Coral,Other Invertebrates,WSC
White Encrusting Bryozoan 1,Other Invertebrates,BROW1
White Tube Sponge,Other Invertebrates,WTbSp
Worms,Other Invertebrates,W
worms: Acorn worms,Other Invertebrates,WAW
Worms: Echiura,Other Invertebrates,WESE
Worms Filograna implexa,Other Invertebrates,Filogran
worms: Flatworms,Other Invertebrates,WF
Worms: Penisworms,Other Invertebrates,WPE
Worms: Polychaetes,Other Invertebrates,WP
Worms: Polychaetes: other polychaetes,Other Invertebrates,WPOP
Worms: Polychaetes: Scaleworms,Other Invertebrates,WP_Scale
Worms: Polychaetes: Tube DF,Other Invertebrates,WP_TubeDF
Worms: Polychaetes: Tube worms,Other Invertebrates,WPTW
worms: Sipuncula,Other Invertebrates,WESS
Worm tube,Other Invertebrates,W_Tube
Xenia,Other Invertebrates,Xeni
Xenia_clustered,Other Invertebrates,xnaclu
Xenia elongata,Other Invertebrates,Xelon
XENIIDAE,Other Invertebrates,XEN
Xestospongia,Other Invertebrates,XES
Xestospongia aff. carbonaria,Other Invertebrates,Xes_car
Xestospongia edapha,Other Invertebrates,XEED
Xestospongia exigua,Other Invertebrates,Xes_exi
Xestospongia_massive,Other Invertebrates,xesmas
Xmuta,Other Invertebrates,XMUT
Yellow digits,Other Invertebrates,Digit
Yellow Fan Sponge,Other Invertebrates,YlFnSp
yellow net,Other Invertebrates,NETy
yellow sponge,Other Invertebrates,YLS
yellow sponge encrasting,Other Invertebrates,YLSE
yewllo sponge tube,Other Invertebrates,YLST
Zebra Topshell - Austrocochlea porcata,Other Invertebrates,Zebra Top
Zirfaea pilsbryi,Other Invertebrates,ZIPI
Zoanthid,Other Invertebrates,Zoanthid
Zoanthid 1,Other Invertebrates,Zoan1
Zoanthus,Other Invertebrates,ZOA
Zoanthus_encrusting,Other Invertebrates,zoaenc
Zoanthus_massive,Other Invertebrates,zoamas
Zoanthus sansibaricus,Other Invertebrates,Z.sansibar
Zooanthid,Other Invertebrates,Zoo
Actinia tenebrosa,Soft Substrate,AcTen
ARMS-Bali-SoftCoral,Soft Substrate,CN2
bed sand,Soft Substrate,BSAND
Biofilm,Soft Substrate,biofilm
Bleached Sarcophyton,Soft Substrate,B_Sarco
Branching Soft Coral,Soft Substrate,BSoC
Calcareous fragments,Soft Substrate,CalFra
Cement,Soft Substrate,Cemt
Detritus,Soft Substrate,detritus
Faunal sediment castings,Soft Substrate,Cast
fresh marine snow,Soft Substrate,Fr_MarSn
Gravel,Soft Substrate,GRAV
Lobophyton,Soft Substrate,LBPN
Micrite,Soft Substrate,Micrt
Mud,Soft Substrate,Mud
Pebble / gravel: Biologenic: Coral rubble,Soft Substrate,SUPBR
Pebble / gravel: Biologenic: Screwshells,Soft Substrate,SUPBS
Pebbles,Soft Substrate,Peb
Rhytisma,Soft Substrate,Rhyt
Sand,Soft Substrate,Sand
Sand and sediment,Soft Substrate,Mix
Sand / mud (<2mm): Coarse sand (w/shell frag),Soft Substrate,SUSC
Sand/Silt,Soft Substrate,SSI
Sand (soft),Soft Substrate,Sand_soft
sandy mud,Soft Substrate,sand_mud
Sandy_Substrate,Soft Substrate,SDSU
Sediment,Soft Substrate,Sediment
sediment (fine),Soft Substrate,sed_fine
Sedimento branco carbonático,Soft Substrate,SEDbrcarb
sediment (thick),Soft Substrate,sed_thick
Shell Hash,Soft Substrate,Hash
Shell hash/Gravel,Soft Substrate,ShellHash
Silt/Clay,Soft Substrate,Silt
Silt_Mud_Sand,Soft Substrate,SltMudSnd
Soft sediment,Soft Substrate,SOFT_SEDI
Substrate: Biologenic: Biol Rubble,Soft Substrate,Sub_BioRub
Substrate: Biologenic: Matrix,Soft Substrate,Sub_Matrix
Substrate: Biologenic: Other,Soft Substrate,Sub_BioOth
Substrate: Fresh Marine Snow,Soft Substrate,Sub_FrMaSn
Substrate: Unconsolidated: Overlay,Soft Substrate,Sub_Ovrlay
Substrate: Unconsolidated : pebble/gravel,Soft Substrate,SUPG
Substrate: unconsolidated: sand,Soft Substrate,SUS
Substrate: Unconsolidated: Sand/Mud (<2mm),Soft Substrate,SUSM
Substrate: Unconsolidated (soft),Soft Substrate,MGSU
Synascidie gen sp,Soft Substrate,Syna
Thick Sediment Over Rock,Soft Substrate,ThkSedRck
Thin Sediment over Rock,Soft Substrate,ThnSedRck
Unstable Substrate,Soft Substrate,US
Volcanic sediment,Soft Substrate,LSUB_VOL
Acropora cervicornis dead,Hard Substrate,ACRC_dead
Acropora corymbose,Hard Substrate,AcroCor
Aggregate Reef,Hard Substrate,AgRe
aragonite crystal,Hard Substrate,AC
Bare Panel,Hard Substrate,BareP
Bare Pebbles,Hard Substrate,BarPeb
Bare Rock,Hard Substrate,BARK
Bare Rubble,Hard Substrate,BarRub
Bare Substrate,Hard Substrate,Bare-Subst
Bare/Turf,Hard Substrate,Bar/Trf
Basalt,Hard Substrate,Basalt
Bed pebbles,Hard Substrate,STO1
Bed rock,Hard Substrate,BROCK
Biofilmed Pebbles,Hard Substrate,BFlmPeb
Biofilmed Rock,Hard Substrate,BFlmRck
Biofilmed Rubble,Hard Substrate,BFlmRub
Boken corals,Hard Substrate,BC
Bolt,Hard Substrate,BLT
Boulder,Hard Substrate,Bold
Cellana rota,Hard Substrate,Cellro
Celleporella hyalina,Hard Substrate,CellHya
Chiton olivaceus,Hard Substrate,Chitoliva
Chthamalus stellatus,Hard Substrate,Chthaste
Chthamalus stellatus (dead),Hard Substrate,DChthaste
Clastic,Hard Substrate,Class
Cobbles,Hard Substrate,STO2
Concrete,Hard Substrate,Cnrt
Coral:Rock,Hard Substrate,Rc
Coral skeleton,Hard Substrate,COSK
corals:rock,Hard Substrate,Rc*
Coral:Stonycoral:Millepora,Hard Substrate,Mille_Por
COT Scars,Hard Substrate,COTSc
CRED-CCA growing on hard substrate,Hard Substrate,*CCAH
CRED-Rubble substrate,Hard Substrate,*RUB
CRED-Turf growing on hard substrate,Hard Substrate,*TURFH
"Crustose, turf, bare",Hard Substrate,CTB
Cryptosula pallasiana,Hard Substrate,CryptoPall
Dark Hard Substrate,Hard Substrate,HSUB_DRK
Dead Agaricia,Hard Substrate,D_Agari
Dead Colpophyllia,Hard Substrate,D_COLP
Dead coral,Hard Substrate,D_coral
Dead coral algae,Hard Substrate,DCA*
Dead coral with turf algae,Hard Substrate,TURDHC
Dead encrusting coral,Hard Substrate,D_Encrus
Dead foliose coral,Hard Substrate,D_Folio
Dead Madracis,Hard Substrate,D_MAD
Dead massive-submassive coral,Hard Substrate,D_Massv
Dead standing table coral,Hard Substrate,DSTC
Dead Substrate,Hard Substrate,DSUB
Dead table coral,Hard Substrate,D_Table
Dendropoma cristatum,Hard Substrate,Dendr
Dendropoma cristatum (dead),Hard Substrate,DDendropom
dolomite rock,Hard Substrate,DolRck
Euraphia depressa,Hard Substrate,Euradep
Euraphia depressa (dead),Hard Substrate,Euradead
Excavating Bite Scar,Hard Substrate,BiteScar
Filter Feeder,Hard Substrate,FF
Fissurella nubecula,Hard Substrate,Fissunube
Fragments of dead coral,Hard Substrate,FDC
Hard Bottom,Hard Substrate,Hrd
Hardpan,Hard Substrate,H
Hard Substrate,Hard Substrate,HS
"Hard substrate dark, e.g. volcanic",Hard Substrate,HARD_DRK
"Hard substrate white, i.e. limestones",Hard Substrate,HARD_WHT
Healthy Tissue,Hard Substrate,HeTiss
H_OTHER,Hard Substrate,H_OTHER
H_RDC,Hard Substrate,H_RDC
Idmidronea sp,Hard Substrate,Idmi
Installation Surface,Hard Substrate,InstSur
Kurkar,Hard Substrate,KURKAR
Lesion,Hard Substrate,Lesion
Lightly Biofilmed Rock,Hard Substrate,LBFlmRck
Limestone free of overgrowth,Hard Substrate,LIME
Limpets homing,Hard Substrate,Limhome
"Mussel, dead",Hard Substrate,DM
Oyster Bag,Hard Substrate,OyBag
Oyster Shell,Hard Substrate,Oyster
Patella aspera,Hard Substrate,Patasper
Patella caerulea,Hard Substrate,Patcearu
Pavement,Hard Substrate,Pavement
Porites porites dead,Hard Substrate,POPdead
Primary Substratum,Hard Substrate,Primary
quartz grain,Hard Substrate,QTZ
Recently Killed Coral Nutrient Indicator Alga,Hard Substrate,RKCNIA
Recently killed coral turf algae,Hard Substrate,RKCTA
Rhodoliths,Hard Substrate,Rh
Rock,Hard Substrate,Rock
Rock Crustose Coralline Algae,Hard Substrate,RCCA
Rock_Pavement,Hard Substrate,RckPav
Rock Turf Algae,Hard Substrate,RCTA
Secondary Substratum,Hard Substrate,Secondary
Shell,Hard Substrate,SHEL
Shell/ Shell Hash,Hard Substrate,Shell
silt_clay,Hard Substrate,SLl*
Sludge,Hard Substrate,.MUD
Smothered Rock,Hard Substrate,SmRock
Smothered Rubble,Hard Substrate,SRubble
Substrate: consolidated: boulder,Hard Substrate,SCB
Substrate: consolidated: cobbles,Hard Substrate,SCC
Substrate: Consolidated (hard),Hard Substrate,MGSC
Substrate: Consolidated (hard) Boulders,Hard Substrate,SCBOU
Substrate: Consolidated (hard) Cobbles,Hard Substrate,SCCOB
Substrate: Consolidated (hard) Rock,Hard Substrate,SCRO
Substrate: consolidated: rock,Hard Substrate,SCBr
Thin Turf/Biofilm on Rock,Hard Substrate,TnTrfBFRck
Unknown Hard Brown Substrate,Hard Substrate,UnHBS
Vermetus triquetrus,Hard Substrate,Verm
Vermetus triquetrus (dead),Hard Substrate,Dvermtriq
Very Thin Sediment over Rock,Hard Substrate,VThnSedRck
White Hard Substrate,Hard Substrate,HSUB_WHT
Wood,Hard Substrate,Wood
